,Account,Compound,Created Date,Negative,Neutral,Positive,Tweet Text,Tweets Ago
352,@FoxNews,0.0,Sun Mar 25 23:22:35 +0000 2018,0.162,0.676,0.162,.@AmbJohnBolton responds after @timkaine questions security clearance over Russia gun video https://t.co/FBkKahPsuI,353
353,@FoxNews,0.3252,Sun Mar 25 23:16:51 +0000 2018,0.0,0.811,0.189,OPINION: This is why Trump never speaks ill of Putin https://t.co/w4JyAo4HHA,354
354,@FoxNews,0.0,Sun Mar 25 23:08:56 +0000 2018,0.0,1.0,0.0,"RT @FoxBusiness: WhatsApp co-founder, who sold his company to Facebook, just told his followers to delete it https://t.co/0I9510CSVr",355
355,@FoxNews,0.7096,Sun Mar 25 23:06:00 +0000 2018,0.076,0.583,0.341,"Rapper @KillerMike, who endorsed @BernieSanders for president, ripped supporters of the school walkouts in favor of… https://t.co/8fOlVJkH8b",356
356,@FoxNews,-0.7906,Sun Mar 25 23:03:19 +0000 2018,0.5,0.5,0.0,OPINION: Palestinian civil war causes suffering in Gaza https://t.co/lKbIyqmmDF,357
357,@FoxNews,-0.4019,Sun Mar 25 22:56:36 +0000 2018,0.114,0.886,0.0,".@KellyannePolls on spending bill: ""This is a town that not so long ago was mocking the very idea of a wall, and no… https://t.co/dpgeAaYylg",358
358,@FoxNews,-0.5267,Sun Mar 25 22:46:36 +0000 2018,0.221,0.779,0.0,Man sucker punches 5-year-old in face on New York City subway: cops https://t.co/mImKuby4BO,359
359,@FoxNews,0.0,Sun Mar 25 22:36:48 +0000 2018,0.0,1.0,0.0,"The @BlueAngels took to the sky in Kingsville, Texas for the Wings Over South Texas Air Show. #ProudAmerican https://t.co/I6NjuuPj4f",360
360,@FoxNews,0.0,Mon Mar 26 00:39:04 +0000 2018,0.0,1.0,0.0,Sister Jean says there must be 'limitations' to spend time with Charles Barkley https://t.co/mDVuGRGPXA,361
361,@FoxNews,-0.4019,Mon Mar 26 00:35:55 +0000 2018,0.231,0.769,0.0,Dramatic South Carolina school bus crash caught on camera https://t.co/wc8ZoUldOn,362
362,@FoxNews,0.0,Mon Mar 26 00:30:32 +0000 2018,0.0,1.0,0.0,"#MarchForOurLives DC Crowd Smaller than Organizers' Estimates, Imaging Company Says https://t.co/MuGS1KP5j9",363
363,@FoxNews,0.4215,Mon Mar 26 00:26:35 +0000 2018,0.0,0.811,0.189,"On ""@WattersWorld,"" @KellyannePolls discussed the progress President @realDonaldTrump's administration has made in… https://t.co/wYp5gsdWrp",364
364,@FoxNews,-0.5859,Mon Mar 26 00:20:29 +0000 2018,0.213,0.787,0.0,".@JudgeJeanine: ""The omnibus bill that Republicans gave President @realDonaldTrump [Friday] is a total betrayal of… https://t.co/MlIoRAV5sk",365
365,@FoxNews,0.3878,Mon Mar 26 00:10:38 +0000 2018,0.12,0.681,0.199,"Peter Navarro: ""@POTUS orchestrated one of the most brilliant tax cuts in history."" #SundayFutures @MariaBartiromo https://t.co/t5dnS05VgD",366
366,@FoxNews,-0.4588,Mon Mar 26 00:08:25 +0000 2018,0.176,0.824,0.0,Stormy Daniels Claims She Was Threatened in Parking Lot Against Revealing Alleged Trump Affair https://t.co/ZQEHS7hIhF,367
367,@FoxNews,0.0,Mon Mar 26 00:06:26 +0000 2018,0.0,1.0,0.0,"'I Went Through Hell': Former FBI Agent Says Andrew McCabe 'Targeted', 'Slandered' Her https://t.co/Sf05PC158b",368
368,@FoxNews,-0.7717,Mon Mar 26 00:00:00 +0000 2018,0.261,0.739,0.0,"TUNE IN: 'Legends &amp; Lies' Returns With a Riveting Look at The Civil War - Hosted by Brian @Kilmeade, it all starts… https://t.co/aolnYbMDYg",369
369,@FoxNews,-0.2732,Sun Mar 25 23:58:21 +0000 2018,0.226,0.645,0.129,".@cameron_kasky on school safety: ""There's no specific mental health problem that makes all these shootings happen,… https://t.co/ffFfkfWrfF",370
370,@FoxNews,-0.7096,Sun Mar 25 23:50:10 +0000 2018,0.396,0.604,0.0,"Russia shopping center fire kills at least 37, report says https://t.co/RfX1o8gE3N",371
371,@FoxNews,-0.6969,Sun Mar 25 23:38:12 +0000 2018,0.2,0.8,0.0,".@newtgingrich: ""There are five cities in America that have most of the killings in America, five cities. All five… https://t.co/YXWT7oI6ZR",372
372,@FoxNews,0.0,Sun Mar 25 23:22:35 +0000 2018,0.162,0.676,0.162,.@AmbJohnBolton responds after @timkaine questions security clearance over Russia gun video https://t.co/FBkKahPsuI,373
373,@FoxNews,0.3252,Sun Mar 25 23:16:51 +0000 2018,0.0,0.811,0.189,OPINION: This is why Trump never speaks ill of Putin https://t.co/w4JyAo4HHA,374
374,@FoxNews,0.0,Sun Mar 25 23:08:56 +0000 2018,0.0,1.0,0.0,"RT @FoxBusiness: WhatsApp co-founder, who sold his company to Facebook, just told his followers to delete it https://t.co/0I9510CSVr",375
375,@FoxNews,0.7096,Sun Mar 25 23:06:00 +0000 2018,0.076,0.583,0.341,"Rapper @KillerMike, who endorsed @BernieSanders for president, ripped supporters of the school walkouts in favor of… https://t.co/8fOlVJkH8b",376
376,@FoxNews,-0.7906,Sun Mar 25 23:03:19 +0000 2018,0.5,0.5,0.0,OPINION: Palestinian civil war causes suffering in Gaza https://t.co/lKbIyqmmDF,377
377,@FoxNews,-0.4019,Sun Mar 25 22:56:36 +0000 2018,0.114,0.886,0.0,".@KellyannePolls on spending bill: ""This is a town that not so long ago was mocking the very idea of a wall, and no… https://t.co/dpgeAaYylg",378
378,@FoxNews,-0.5267,Sun Mar 25 22:46:36 +0000 2018,0.221,0.779,0.0,Man sucker punches 5-year-old in face on New York City subway: cops https://t.co/mImKuby4BO,379
379,@FoxNews,0.0,Sun Mar 25 22:36:48 +0000 2018,0.0,1.0,0.0,"The @BlueAngels took to the sky in Kingsville, Texas for the Wings Over South Texas Air Show. #ProudAmerican https://t.co/I6NjuuPj4f",380
380,@FoxNews,0.0,Mon Mar 26 00:39:04 +0000 2018,0.0,1.0,0.0,Sister Jean says there must be 'limitations' to spend time with Charles Barkley https://t.co/mDVuGRGPXA,381
381,@FoxNews,-0.4019,Mon Mar 26 00:35:55 +0000 2018,0.231,0.769,0.0,Dramatic South Carolina school bus crash caught on camera https://t.co/wc8ZoUldOn,382
382,@FoxNews,0.0,Mon Mar 26 00:30:32 +0000 2018,0.0,1.0,0.0,"#MarchForOurLives DC Crowd Smaller than Organizers' Estimates, Imaging Company Says https://t.co/MuGS1KP5j9",383
383,@FoxNews,0.4215,Mon Mar 26 00:26:35 +0000 2018,0.0,0.811,0.189,"On ""@WattersWorld,"" @KellyannePolls discussed the progress President @realDonaldTrump's administration has made in… https://t.co/wYp5gsdWrp",384
384,@FoxNews,-0.5859,Mon Mar 26 00:20:29 +0000 2018,0.213,0.787,0.0,".@JudgeJeanine: ""The omnibus bill that Republicans gave President @realDonaldTrump [Friday] is a total betrayal of… https://t.co/MlIoRAV5sk",385
385,@FoxNews,0.3878,Mon Mar 26 00:10:38 +0000 2018,0.12,0.681,0.199,"Peter Navarro: ""@POTUS orchestrated one of the most brilliant tax cuts in history."" #SundayFutures @MariaBartiromo https://t.co/t5dnS05VgD",386
386,@FoxNews,-0.4588,Mon Mar 26 00:08:25 +0000 2018,0.176,0.824,0.0,Stormy Daniels Claims She Was Threatened in Parking Lot Against Revealing Alleged Trump Affair https://t.co/ZQEHS7hIhF,387
387,@FoxNews,0.0,Mon Mar 26 00:06:26 +0000 2018,0.0,1.0,0.0,"'I Went Through Hell': Former FBI Agent Says Andrew McCabe 'Targeted', 'Slandered' Her https://t.co/Sf05PC158b",388
388,@FoxNews,-0.7717,Mon Mar 26 00:00:00 +0000 2018,0.261,0.739,0.0,"TUNE IN: 'Legends &amp; Lies' Returns With a Riveting Look at The Civil War - Hosted by Brian @Kilmeade, it all starts… https://t.co/aolnYbMDYg",389
389,@FoxNews,-0.2732,Sun Mar 25 23:58:21 +0000 2018,0.226,0.645,0.129,".@cameron_kasky on school safety: ""There's no specific mental health problem that makes all these shootings happen,… https://t.co/ffFfkfWrfF",390
390,@FoxNews,-0.7096,Sun Mar 25 23:50:10 +0000 2018,0.396,0.604,0.0,"Russia shopping center fire kills at least 37, report says https://t.co/RfX1o8gE3N",391
391,@FoxNews,-0.6969,Sun Mar 25 23:38:12 +0000 2018,0.2,0.8,0.0,".@newtgingrich: ""There are five cities in America that have most of the killings in America, five cities. All five… https://t.co/YXWT7oI6ZR",392
392,@FoxNews,0.0,Sun Mar 25 23:22:35 +0000 2018,0.162,0.676,0.162,.@AmbJohnBolton responds after @timkaine questions security clearance over Russia gun video https://t.co/FBkKahPsuI,393
393,@FoxNews,0.3252,Sun Mar 25 23:16:51 +0000 2018,0.0,0.811,0.189,OPINION: This is why Trump never speaks ill of Putin https://t.co/w4JyAo4HHA,394
394,@FoxNews,0.0,Sun Mar 25 23:08:56 +0000 2018,0.0,1.0,0.0,"RT @FoxBusiness: WhatsApp co-founder, who sold his company to Facebook, just told his followers to delete it https://t.co/0I9510CSVr",395
395,@FoxNews,0.7096,Sun Mar 25 23:06:00 +0000 2018,0.076,0.583,0.341,"Rapper @KillerMike, who endorsed @BernieSanders for president, ripped supporters of the school walkouts in favor of… https://t.co/8fOlVJkH8b",396
396,@FoxNews,-0.7906,Sun Mar 25 23:03:19 +0000 2018,0.5,0.5,0.0,OPINION: Palestinian civil war causes suffering in Gaza https://t.co/lKbIyqmmDF,397
397,@FoxNews,-0.4019,Sun Mar 25 22:56:36 +0000 2018,0.114,0.886,0.0,".@KellyannePolls on spending bill: ""This is a town that not so long ago was mocking the very idea of a wall, and no… https://t.co/dpgeAaYylg",398
398,@FoxNews,-0.5267,Sun Mar 25 22:46:36 +0000 2018,0.221,0.779,0.0,Man sucker punches 5-year-old in face on New York City subway: cops https://t.co/mImKuby4BO,399
399,@FoxNews,0.0,Sun Mar 25 22:36:48 +0000 2018,0.0,1.0,0.0,"The @BlueAngels took to the sky in Kingsville, Texas for the Wings Over South Texas Air Show. #ProudAmerican https://t.co/I6NjuuPj4f",400
400,@nytimes,-0.5859,Mon Mar 26 00:30:03 +0000 2018,0.211,0.789,0.0,"RT @NYTSports: What a game. Kansas edges Duke, and we'll have a battle of No. 1s in San Antonio next weekend. 
https://t.co/uxYTcqmwBD",401
401,@nytimes,0.1901,Mon Mar 26 00:24:29 +0000 2018,0.085,0.707,0.208,"Solving the Dutch Pot Paradox: Legal to Buy, but Not to Grow https://t.co/0oWMeWd8qO",402
402,@nytimes,-0.4588,Mon Mar 26 00:17:11 +0000 2018,0.125,0.875,0.0,"Stormy Daniels told ""60 Minutes"" that a man threatened her in 2011 if she spoke of her affair with Donald Trump. He… https://t.co/1sphfyTrsX",403
403,@nytimes,-0.34,Mon Mar 26 00:12:26 +0000 2018,0.107,0.893,0.0,Video: These were the Las Vegas gunman's final movements in the days before he opened fire from his hotel suite https://t.co/rDgrTdn0n3,404
404,@nytimes,0.0,Sun Mar 25 23:58:04 +0000 2018,0.0,1.0,0.0,RT @RebeccaRuiz: The porn star who crossed into mainstream pop culture — from Judd Apatow movies to a Maroon 5 music video — and now domina…,405
405,@nytimes,0.0258,Sun Mar 25 23:54:09 +0000 2018,0.0,0.901,0.099,Kansas Edges Duke in Overtime to Reach the Final Four https://t.co/k28M2cvFvd,406
406,@nytimes,0.0,Sun Mar 25 23:33:08 +0000 2018,0.0,1.0,0.0,A geneticist at Harvard Medical School has retrieved DNA from more than 900 ancient people. His findings trace the… https://t.co/PNBtU0jvkw,407
407,@nytimes,-0.4939,Sun Mar 25 23:16:06 +0000 2018,0.211,0.789,0.0,Adult Film Star Says She Stayed Silent on Trump Out of Fear https://t.co/SoHTBxJuza,408
408,@nytimes,0.0,Sun Mar 25 23:04:54 +0000 2018,0.0,1.0,0.0,Lens: Looking at the Paralympics With a New York Times Photographer https://t.co/Djj7qMo5XO,409
409,@nytimes,-0.5267,Sun Mar 25 23:01:19 +0000 2018,0.167,0.833,0.0,Robotic fish could be essential to understanding and protecting marine life in danger of disappearing in a fragile… https://t.co/6fkHBzffb5,410
410,@nytimes,0.0,Sun Mar 25 22:45:08 +0000 2018,0.0,1.0,0.0,"RT @mattfleg: To tell the Stormy story right, we spoke to Judd Apatow, Nina Hartley, Ron Jeremy, the Penthouse Baton Rouge and a Maryland-b…",411
411,@nytimes,-0.0772,Sun Mar 25 22:33:06 +0000 2018,0.067,0.933,0.0,"Who is Stormy Daniels?

Baton Rouge classmates remember her as a serious student. She thought she might be a journa… https://t.co/PArpOaLKu4",412
412,@nytimes,0.4754,Sun Mar 25 22:29:51 +0000 2018,0.0,0.877,0.123,"Joshua Tree is one of the U.S.’s most popular parks, just 2 hours from Los Angeles. So how did one hiker simply dis… https://t.co/l49hI7mtSB",413
413,@nytimes,-0.6597,Sun Mar 25 22:15:38 +0000 2018,0.428,0.389,0.183,Trust Betrayed: Wives of White-Collar Criminals Tell Their Stories https://t.co/7X2VXWIQoA,414
414,@nytimes,0.0,Sun Mar 25 22:00:18 +0000 2018,0.0,1.0,0.0,"In Opinion,
Contributing writer Jennifer Finney Boylan writes, ""Trump’s cabinet is full of people who seem to know… https://t.co/XC7txobKnA",415
415,@nytimes,0.25,Sun Mar 25 21:52:03 +0000 2018,0.117,0.721,0.162,"“It’s a disaster,” said Cristiano Davoli, a vigilante hero in the battle against the voracious potholes that have o… https://t.co/VWyBdtv8k0",416
416,@nytimes,-0.5256,Sun Mar 25 21:45:12 +0000 2018,0.207,0.793,0.0,“Silicon Valley” returns to HBO tonight after a particularly terrible week for Silicon Valley https://t.co/MPhzTUmbcM,417
417,@nytimes,-0.1779,Sun Mar 25 21:30:11 +0000 2018,0.112,0.807,0.081,It took giant robots fighting giant monsters to finally unseat “Black Panther” at the top of the box office https://t.co/nIxC1MlXI6,418
418,@nytimes,-0.34,Sun Mar 25 21:15:03 +0000 2018,0.124,0.876,0.0,"Many Americans can buy a gun in less than an hour. In some countries, the process takes months. https://t.co/UKtjiHnOpT",419
419,@nytimes,0.3506,Sun Mar 25 21:00:15 +0000 2018,0.077,0.726,0.196,Hungary’s opposition parties could stop Viktor Orban from winning another majority — but only if they work together https://t.co/Trjb7Ggjnw,420
420,@nytimes,-0.5859,Mon Mar 26 00:30:03 +0000 2018,0.211,0.789,0.0,"RT @NYTSports: What a game. Kansas edges Duke, and we'll have a battle of No. 1s in San Antonio next weekend. 
https://t.co/uxYTcqmwBD",421
421,@nytimes,0.1901,Mon Mar 26 00:24:29 +0000 2018,0.085,0.707,0.208,"Solving the Dutch Pot Paradox: Legal to Buy, but Not to Grow https://t.co/0oWMeWd8qO",422
422,@nytimes,-0.4588,Mon Mar 26 00:17:11 +0000 2018,0.125,0.875,0.0,"Stormy Daniels told ""60 Minutes"" that a man threatened her in 2011 if she spoke of her affair with Donald Trump. He… https://t.co/1sphfyTrsX",423
423,@nytimes,-0.34,Mon Mar 26 00:12:26 +0000 2018,0.107,0.893,0.0,Video: These were the Las Vegas gunman's final movements in the days before he opened fire from his hotel suite https://t.co/rDgrTdn0n3,424
424,@nytimes,0.0,Sun Mar 25 23:58:04 +0000 2018,0.0,1.0,0.0,RT @RebeccaRuiz: The porn star who crossed into mainstream pop culture — from Judd Apatow movies to a Maroon 5 music video — and now domina…,425
425,@nytimes,0.0258,Sun Mar 25 23:54:09 +0000 2018,0.0,0.901,0.099,Kansas Edges Duke in Overtime to Reach the Final Four https://t.co/k28M2cvFvd,426
426,@nytimes,0.0,Sun Mar 25 23:33:08 +0000 2018,0.0,1.0,0.0,A geneticist at Harvard Medical School has retrieved DNA from more than 900 ancient people. His findings trace the… https://t.co/PNBtU0jvkw,427
427,@nytimes,-0.4939,Sun Mar 25 23:16:06 +0000 2018,0.211,0.789,0.0,Adult Film Star Says She Stayed Silent on Trump Out of Fear https://t.co/SoHTBxJuza,428
428,@nytimes,0.0,Sun Mar 25 23:04:54 +0000 2018,0.0,1.0,0.0,Lens: Looking at the Paralympics With a New York Times Photographer https://t.co/Djj7qMo5XO,429
429,@nytimes,-0.5267,Sun Mar 25 23:01:19 +0000 2018,0.167,0.833,0.0,Robotic fish could be essential to understanding and protecting marine life in danger of disappearing in a fragile… https://t.co/6fkHBzffb5,430
430,@nytimes,0.0,Sun Mar 25 22:45:08 +0000 2018,0.0,1.0,0.0,"RT @mattfleg: To tell the Stormy story right, we spoke to Judd Apatow, Nina Hartley, Ron Jeremy, the Penthouse Baton Rouge and a Maryland-b…",431
431,@nytimes,-0.0772,Sun Mar 25 22:33:06 +0000 2018,0.067,0.933,0.0,"Who is Stormy Daniels?

Baton Rouge classmates remember her as a serious student. She thought she might be a journa… https://t.co/PArpOaLKu4",432
432,@nytimes,0.4754,Sun Mar 25 22:29:51 +0000 2018,0.0,0.877,0.123,"Joshua Tree is one of the U.S.’s most popular parks, just 2 hours from Los Angeles. So how did one hiker simply dis… https://t.co/l49hI7mtSB",433
433,@nytimes,-0.6597,Sun Mar 25 22:15:38 +0000 2018,0.428,0.389,0.183,Trust Betrayed: Wives of White-Collar Criminals Tell Their Stories https://t.co/7X2VXWIQoA,434
434,@nytimes,0.0,Sun Mar 25 22:00:18 +0000 2018,0.0,1.0,0.0,"In Opinion,
Contributing writer Jennifer Finney Boylan writes, ""Trump’s cabinet is full of people who seem to know… https://t.co/XC7txobKnA",435
435,@nytimes,0.25,Sun Mar 25 21:52:03 +0000 2018,0.117,0.721,0.162,"“It’s a disaster,” said Cristiano Davoli, a vigilante hero in the battle against the voracious potholes that have o… https://t.co/VWyBdtv8k0",436
436,@nytimes,-0.5256,Sun Mar 25 21:45:12 +0000 2018,0.207,0.793,0.0,“Silicon Valley” returns to HBO tonight after a particularly terrible week for Silicon Valley https://t.co/MPhzTUmbcM,437
437,@nytimes,-0.1779,Sun Mar 25 21:30:11 +0000 2018,0.112,0.807,0.081,It took giant robots fighting giant monsters to finally unseat “Black Panther” at the top of the box office https://t.co/nIxC1MlXI6,438
438,@nytimes,-0.34,Sun Mar 25 21:15:03 +0000 2018,0.124,0.876,0.0,"Many Americans can buy a gun in less than an hour. In some countries, the process takes months. https://t.co/UKtjiHnOpT",439
439,@nytimes,0.3506,Sun Mar 25 21:00:15 +0000 2018,0.077,0.726,0.196,Hungary’s opposition parties could stop Viktor Orban from winning another majority — but only if they work together https://t.co/Trjb7Ggjnw,440
440,@nytimes,-0.5859,Mon Mar 26 00:30:03 +0000 2018,0.211,0.789,0.0,"RT @NYTSports: What a game. Kansas edges Duke, and we'll have a battle of No. 1s in San Antonio next weekend. 
https://t.co/uxYTcqmwBD",441
441,@nytimes,0.1901,Mon Mar 26 00:24:29 +0000 2018,0.085,0.707,0.208,"Solving the Dutch Pot Paradox: Legal to Buy, but Not to Grow https://t.co/0oWMeWd8qO",442
442,@nytimes,-0.4588,Mon Mar 26 00:17:11 +0000 2018,0.125,0.875,0.0,"Stormy Daniels told ""60 Minutes"" that a man threatened her in 2011 if she spoke of her affair with Donald Trump. He… https://t.co/1sphfyTrsX",443
443,@nytimes,-0.34,Mon Mar 26 00:12:26 +0000 2018,0.107,0.893,0.0,Video: These were the Las Vegas gunman's final movements in the days before he opened fire from his hotel suite https://t.co/rDgrTdn0n3,444
444,@nytimes,0.0,Sun Mar 25 23:58:04 +0000 2018,0.0,1.0,0.0,RT @RebeccaRuiz: The porn star who crossed into mainstream pop culture — from Judd Apatow movies to a Maroon 5 music video — and now domina…,445
445,@nytimes,0.0258,Sun Mar 25 23:54:09 +0000 2018,0.0,0.901,0.099,Kansas Edges Duke in Overtime to Reach the Final Four https://t.co/k28M2cvFvd,446
446,@nytimes,0.0,Sun Mar 25 23:33:08 +0000 2018,0.0,1.0,0.0,A geneticist at Harvard Medical School has retrieved DNA from more than 900 ancient people. His findings trace the… https://t.co/PNBtU0jvkw,447
447,@nytimes,-0.4939,Sun Mar 25 23:16:06 +0000 2018,0.211,0.789,0.0,Adult Film Star Says She Stayed Silent on Trump Out of Fear https://t.co/SoHTBxJuza,448
448,@nytimes,0.0,Sun Mar 25 23:04:54 +0000 2018,0.0,1.0,0.0,Lens: Looking at the Paralympics With a New York Times Photographer https://t.co/Djj7qMo5XO,449
449,@nytimes,-0.5267,Sun Mar 25 23:01:19 +0000 2018,0.167,0.833,0.0,Robotic fish could be essential to understanding and protecting marine life in danger of disappearing in a fragile… https://t.co/6fkHBzffb5,450
450,@nytimes,0.0,Sun Mar 25 22:45:08 +0000 2018,0.0,1.0,0.0,"RT @mattfleg: To tell the Stormy story right, we spoke to Judd Apatow, Nina Hartley, Ron Jeremy, the Penthouse Baton Rouge and a Maryland-b…",451
451,@nytimes,-0.0772,Sun Mar 25 22:33:06 +0000 2018,0.067,0.933,0.0,"Who is Stormy Daniels?

Baton Rouge classmates remember her as a serious student. She thought she might be a journa… https://t.co/PArpOaLKu4",452
452,@nytimes,0.4754,Sun Mar 25 22:29:51 +0000 2018,0.0,0.877,0.123,"Joshua Tree is one of the U.S.’s most popular parks, just 2 hours from Los Angeles. So how did one hiker simply dis… https://t.co/l49hI7mtSB",453
453,@nytimes,-0.6597,Sun Mar 25 22:15:38 +0000 2018,0.428,0.389,0.183,Trust Betrayed: Wives of White-Collar Criminals Tell Their Stories https://t.co/7X2VXWIQoA,454
454,@nytimes,0.0,Sun Mar 25 22:00:18 +0000 2018,0.0,1.0,0.0,"In Opinion,
Contributing writer Jennifer Finney Boylan writes, ""Trump’s cabinet is full of people who seem to know… https://t.co/XC7txobKnA",455
455,@nytimes,0.25,Sun Mar 25 21:52:03 +0000 2018,0.117,0.721,0.162,"“It’s a disaster,” said Cristiano Davoli, a vigilante hero in the battle against the voracious potholes that have o… https://t.co/VWyBdtv8k0",456
456,@nytimes,-0.5256,Sun Mar 25 21:45:12 +0000 2018,0.207,0.793,0.0,“Silicon Valley” returns to HBO tonight after a particularly terrible week for Silicon Valley https://t.co/MPhzTUmbcM,457
457,@nytimes,-0.1779,Sun Mar 25 21:30:11 +0000 2018,0.112,0.807,0.081,It took giant robots fighting giant monsters to finally unseat “Black Panther” at the top of the box office https://t.co/nIxC1MlXI6,458
458,@nytimes,-0.34,Sun Mar 25 21:15:03 +0000 2018,0.124,0.876,0.0,"Many Americans can buy a gun in less than an hour. In some countries, the process takes months. https://t.co/UKtjiHnOpT",459
459,@nytimes,0.3506,Sun Mar 25 21:00:15 +0000 2018,0.077,0.726,0.196,Hungary’s opposition parties could stop Viktor Orban from winning another majority — but only if they work together https://t.co/Trjb7Ggjnw,460
460,@nytimes,-0.5859,Mon Mar 26 00:30:03 +0000 2018,0.211,0.789,0.0,"RT @NYTSports: What a game. Kansas edges Duke, and we'll have a battle of No. 1s in San Antonio next weekend. 
https://t.co/uxYTcqmwBD",461
461,@nytimes,0.1901,Mon Mar 26 00:24:29 +0000 2018,0.085,0.707,0.208,"Solving the Dutch Pot Paradox: Legal to Buy, but Not to Grow https://t.co/0oWMeWd8qO",462
462,@nytimes,-0.4588,Mon Mar 26 00:17:11 +0000 2018,0.125,0.875,0.0,"Stormy Daniels told ""60 Minutes"" that a man threatened her in 2011 if she spoke of her affair with Donald Trump. He… https://t.co/1sphfyTrsX",463
463,@nytimes,-0.34,Mon Mar 26 00:12:26 +0000 2018,0.107,0.893,0.0,Video: These were the Las Vegas gunman's final movements in the days before he opened fire from his hotel suite https://t.co/rDgrTdn0n3,464
464,@nytimes,0.0,Sun Mar 25 23:58:04 +0000 2018,0.0,1.0,0.0,RT @RebeccaRuiz: The porn star who crossed into mainstream pop culture — from Judd Apatow movies to a Maroon 5 music video — and now domina…,465
465,@nytimes,0.0258,Sun Mar 25 23:54:09 +0000 2018,0.0,0.901,0.099,Kansas Edges Duke in Overtime to Reach the Final Four https://t.co/k28M2cvFvd,466
466,@nytimes,0.0,Sun Mar 25 23:33:08 +0000 2018,0.0,1.0,0.0,A geneticist at Harvard Medical School has retrieved DNA from more than 900 ancient people. His findings trace the… https://t.co/PNBtU0jvkw,467
467,@nytimes,-0.4939,Sun Mar 25 23:16:06 +0000 2018,0.211,0.789,0.0,Adult Film Star Says She Stayed Silent on Trump Out of Fear https://t.co/SoHTBxJuza,468
468,@nytimes,0.0,Sun Mar 25 23:04:54 +0000 2018,0.0,1.0,0.0,Lens: Looking at the Paralympics With a New York Times Photographer https://t.co/Djj7qMo5XO,469
469,@nytimes,-0.5267,Sun Mar 25 23:01:19 +0000 2018,0.167,0.833,0.0,Robotic fish could be essential to understanding and protecting marine life in danger of disappearing in a fragile… https://t.co/6fkHBzffb5,470
470,@nytimes,0.0,Sun Mar 25 22:45:08 +0000 2018,0.0,1.0,0.0,"RT @mattfleg: To tell the Stormy story right, we spoke to Judd Apatow, Nina Hartley, Ron Jeremy, the Penthouse Baton Rouge and a Maryland-b…",471
471,@nytimes,-0.0772,Sun Mar 25 22:33:06 +0000 2018,0.067,0.933,0.0,"Who is Stormy Daniels?

Baton Rouge classmates remember her as a serious student. She thought she might be a journa… https://t.co/PArpOaLKu4",472
472,@nytimes,0.4754,Sun Mar 25 22:29:51 +0000 2018,0.0,0.877,0.123,"Joshua Tree is one of the U.S.’s most popular parks, just 2 hours from Los Angeles. So how did one hiker simply dis… https://t.co/l49hI7mtSB",473
473,@nytimes,-0.6597,Sun Mar 25 22:15:38 +0000 2018,0.428,0.389,0.183,Trust Betrayed: Wives of White-Collar Criminals Tell Their Stories https://t.co/7X2VXWIQoA,474
474,@nytimes,0.0,Sun Mar 25 22:00:18 +0000 2018,0.0,1.0,0.0,"In Opinion,
Contributing writer Jennifer Finney Boylan writes, ""Trump’s cabinet is full of people who seem to know… https://t.co/XC7txobKnA",475
475,@nytimes,0.25,Sun Mar 25 21:52:03 +0000 2018,0.117,0.721,0.162,"“It’s a disaster,” said Cristiano Davoli, a vigilante hero in the battle against the voracious potholes that have o… https://t.co/VWyBdtv8k0",476
476,@nytimes,-0.5256,Sun Mar 25 21:45:12 +0000 2018,0.207,0.793,0.0,“Silicon Valley” returns to HBO tonight after a particularly terrible week for Silicon Valley https://t.co/MPhzTUmbcM,477
477,@nytimes,-0.1779,Sun Mar 25 21:30:11 +0000 2018,0.112,0.807,0.081,It took giant robots fighting giant monsters to finally unseat “Black Panther” at the top of the box office https://t.co/nIxC1MlXI6,478
478,@nytimes,-0.34,Sun Mar 25 21:15:03 +0000 2018,0.124,0.876,0.0,"Many Americans can buy a gun in less than an hour. In some countries, the process takes months. https://t.co/UKtjiHnOpT",479
479,@nytimes,0.3506,Sun Mar 25 21:00:15 +0000 2018,0.077,0.726,0.196,Hungary’s opposition parties could stop Viktor Orban from winning another majority — but only if they work together https://t.co/Trjb7Ggjnw,480
480,@nytimes,-0.5859,Mon Mar 26 00:30:03 +0000 2018,0.211,0.789,0.0,"RT @NYTSports: What a game. Kansas edges Duke, and we'll have a battle of No. 1s in San Antonio next weekend. 
https://t.co/uxYTcqmwBD",481
481,@nytimes,0.1901,Mon Mar 26 00:24:29 +0000 2018,0.085,0.707,0.208,"Solving the Dutch Pot Paradox: Legal to Buy, but Not to Grow https://t.co/0oWMeWd8qO",482
482,@nytimes,-0.4588,Mon Mar 26 00:17:11 +0000 2018,0.125,0.875,0.0,"Stormy Daniels told ""60 Minutes"" that a man threatened her in 2011 if she spoke of her affair with Donald Trump. He… https://t.co/1sphfyTrsX",483
483,@nytimes,-0.34,Mon Mar 26 00:12:26 +0000 2018,0.107,0.893,0.0,Video: These were the Las Vegas gunman's final movements in the days before he opened fire from his hotel suite https://t.co/rDgrTdn0n3,484
484,@nytimes,0.0,Sun Mar 25 23:58:04 +0000 2018,0.0,1.0,0.0,RT @RebeccaRuiz: The porn star who crossed into mainstream pop culture — from Judd Apatow movies to a Maroon 5 music video — and now domina…,485
485,@nytimes,0.0258,Sun Mar 25 23:54:09 +0000 2018,0.0,0.901,0.099,Kansas Edges Duke in Overtime to Reach the Final Four https://t.co/k28M2cvFvd,486
